Time [hr],Pressure [MPa],Liq. Temp. [K],Vap. Temp. [K],Liq. Vol. [m³],Vap. Vol. [m³],Liq. Amt. [mol],Vap. Amt. [mol],Liq. Dens. [mol.m⁻³],Vap. Dens. [mol.m⁻³],Liq. Enth. [J.mol⁻¹],Vap. Enth. [J.mol⁻¹],BOG Enth. [J.mol⁻¹],Boil-off Rate [mol.s⁻¹],Relief Rate [mol.s⁻¹],Ambient-Liquid Heat Rate [W],Ambient-Vapour Heat Rate [W],Vapour-Liquid Heat Rate [W],Liquid Level [m],UL [W.m⁻².K⁻¹],UV [W.m⁻².K⁻¹],Liq. Parahydrogen [mol frac],Liq. Orthohydrogen [mol frac],Vap. Parahydrogen [mol frac],Vap. Orthohydrogen [mol frac],BOG Parahydrogen [mol frac],BOG Orthohydrogen [mol frac],Liq. MW [kg.mol⁻¹],Vap. MW [kg.mol⁻¹],BOG MW [kg.mol⁻¹],Liq. Energy Residual [%],Vap. Energy Residual [%],Computational Time [ms]
40,0.140270094934477,21.4208489628843,40.664066448087,1358.46127567892,141.538724321078,46812724.7552043,59968.1466162025,34460.1098266924,423.687205772506,-489.194054968035,828.672653095017,397.427747637497,0.00519441230222583,1.68346075548066E-06,628.023812441188,1113.0753613885,1106.63338774644,6.01630277250485,0.005,0.005,0.998000072924875,0.00199992707512474,0.998052887911707,0.00194711208829278,0.998051780740312,0.00194821925968766,0.00201588,0.00201588,0.00201588,-1.31296019205012E-10,5.66732714938251E-12,140.3527
41,0.14050212828428,21.4269644446163,40.6772964200817,1358.60755648317,141.392443516833,46812706.1811927,59986.7148267158,34456.3858472641,424.256865039426,-489.061017988868,828.924583814448,397.482529237491,0.00515944765880704,1.61140536268552E-06,627.891620944406,1113.12872264555,1106.70610374654,6.01706622249229,0.005,0.005,0.998000072904368,0.00199992709563207,0.998052887561916,0.00194711243808406,0.998051758224045,0.00194824177595518,0.00201588,0.00201588,0.00201588,-5.54069513991821E-10,2.96677908698863E-12,105.4215
42,0.140734338436808,21.4330773608242,40.6905155001326,1358.7538688815,141.246131118501,46812687.7455844,60005.1453172058,34452.6619704271,424.82682422546,-488.927982890832,829.176280158774,397.537214638601,0.00512100231316355,1.4216225180361E-06,627.759429611389,1113.18216184154,1106.77772695709,6.01783006998406,0.005,0.005,0.998000072884022,0.00199992711597775,0.998052887208032,0.00194711279196828,0.998051735721652,0.00194826427834812,0.00201588,0.00201588,0.00201588,-1.91692989360148E-09,5.24110426647935E-13,150.8371
43,0.140966725353219,21.4391877147348,40.7037278365875,1358.90021306545,141.099786934548,46812669.4531678,60023.4313506447,34448.9381950763,425.397037477368,-488.794949640469,829.427831328729,397.591803916544,0.00508122682364451,1.77308917045593E-06,627.627256730431,1113.23562959427,1106.84849375792,6.01859431647682,0.005,0.005,0.998000072863844,0.00199992713615663,0.998052886850258,0.00194711314974249,0.998051713233115,0.00194828676688514,0.00201588,0.00201588,0.00201588,-9.76622847090886E-10,1.22118328943405E-11,128.9864
44,0.141199289090227,21.4452955120728,40.7169379030283,1359.04658938822,140.953410611776,46812651.3122223,60041.565653218,34445.2145185803,425.967455435248,-488.661918149819,829.679333518603,397.646297169149,0.00503915151995089,1.84525011314286E-06,627.495133003705,1113.2890795186,1106.91865946595,6.01935896431443,0.005,0.005,0.998000072843841,0.00199992715615972,0.998052886488871,0.00194711351112938,0.99805169075841,0.00194830924159033,0.00201588,0.00201588,0.00201588,-2.67242477513604E-09,1.03199341700749E-11,141.3692
45,0.141432029662307,21.4514007574354,40.7301487660016,1359.19299811432,140.807001885679,46812633.3288938,60059.5431675727,34441.4909389906,426.538044012436,-488.528888355302,829.930852682792,397.700694483952,0.00499536903161142,1.61504372954369E-06,627.363117693968,1113.34243723925,1106.98839797835,6.02012401538082,0.005,0.005,0.99800007282402,0.0019999271759804,0.998052886124114,0.00194711387588629,0.998051668297514,0.0019483317024859,0.00201588,0.00201588,0.00201588,-1.50774285183289E-09,4.94759539436097E-12,141.9753
46,0.141664946932406,21.4575034514425,40.7433606842478,1359.33943921058,140.660560789416,46812615.5023652,60077.3632844515,34437.767456781,427.108799703947,-488.395860279913,830.182394419747,397.754995913031,0.00495181351279219,1.78104680445459E-06,627.231366364302,1113.39554478917,1107.05772222837,6.02088947000679,0.005,0.005,0.998000072804381,0.00199992719561973,0.998052885756092,0.00194711424390797,0.998051645850413,0.00194835414958681,0.00201588,0.00201588,0.00201588,-1.56414884422106E-09,3.92881412618245E-12,141.8827
47,0.141898040809948,21.4636035959309,40.7565699281521,1359.48591256691,140.514087433095,46812597.8281601,60095.0316806509,34434.0440716823,427.679763491792,-488.262833920091,830.43387854256,397.809201519228,0.00490950140274233,1.61357017027007E-06,627.101175102459,1113.44719472371,1107.12641687324,6.02165532812189,0.005,0.005,0.998000072784918,0.00199992721508279,0.998052885384833,0.00194711461516722,0.998051623417084,0.00194837658291642,0.00201588,0.00201588,0.00201588,-1.84831408087398E-09,4.04590593131183E-12,144.7093
48,0.14213131148163,21.469701199983,40.7697913428918,1359.63241905386,140.367580946142,46812580.32955,60112.5247066513,34430.3207789985,428.250770594357,-488.129809114179,830.685624325638,397.863311429598,0.00486072501788537,1.55112809605069E-06,626.968065936977,1113.50157098222,1107.19533217982,6.02242159478629,0.005,0.005,0.998000072765656,0.00199992723434412,0.998052885010951,0.00194711498904922,0.998051600997505,0.00194839900249489,0.00201588,0.00201588,0.00201588,-1.09563199044576E-09,1.83524295332956E-12,129.0344
49,0.14236475880792,21.4757962641328,40.7830237547829,1359.77895859356,140.221041406442,46812563.0042287,60129.8440084477,34426.5975792475,428.821833052549,-487.996785886773,830.937606584581,397.91732569512,0.00481258925257458,1.67208827204174E-06,626.834922047757,1113.55592614217,1107.26439690023,6.0231882701042,0.005,0.005,0.998000072746594,0.00199992725340642,0.99805288463453,0.00194711536547015,0.998051578591662,0.00194842140833838,0.00201588,0.00201588,0.00201588,-1.53226623945896E-09,1.3718905119692E-12,144.3143
