Q_hot_kW,T_hot_K,Q_cold_kW,T_cold_K
0,27.95,0,20.4
2.54564330784355,28.050425,0.153393127018113,20.4429296007156
5.1107674747161,28.15085,0.306583659619998,20.4858592014313
7.69552528675891,28.251275,0.459572733854253,20.5287888021469
10.3000789141765,28.3517,0.61236475712686,20.5717184028625
12.9246003386752,28.452125,0.764963054406939,20.6146480035782
15.5692718062129,28.55255,0.917370032202454,20.6575776042938
18.2342863055982,28.652975,1.06958956929364,20.7005072050095
20.9198480759775,28.7534,1.22162458100716,20.7434368057251
23.6261731444952,28.853825,1.37347739933461,20.7863664064407
26.3534898963163,28.95425,1.52515177804327,20.8292960071564
29.1020396801738,29.054675,1.67665028734096,20.872225607872
31.8720774510506,29.1551,1.82797521096293,20.9151552085876
34.6638724534958,29.255525,1.97913013209483,20.9580848093033
37.4777089484903,29.35595,2.13011733234463,21.0010144100189
40.3138869869104,29.456375,2.28093906929113,21.0439440107346
43.172723233727,29.5568,2.43159871825473,21.0868736114502
46.0545518463052,29.657225,2.58209832167631,21.1298032121658
48.9597254117326,29.75765,2.73244012944179,21.1727328128815
51.8886159472689,29.858075,2.88262727895677,21.2156624135971
54.8416159695644,29.9585,3.0326616166503,21.2585920143127
57.8205407772291,30.058925,3.18254540000369,21.3015216150284
60.8318342233613,30.15935,3.33228150476404,21.344451215744
63.8765679521729,30.259775,3.48187161894333,21.3873808164597
66.9551416794612,30.3602,3.63131802013829,21.4303104171753
70.067982163267,30.460625,3.78062330417851,21.4732400178909
73.2155448206144,30.56105,3.92978903332776,21.5161696186066
76.398315465052,30.661475,4.07881751540894,21.5590992193222
79.6168121758324,30.7619,4.22771105283437,21.6020288200378
82.8715873099278,30.862325,4.37647111581209,21.6449584207535
86.1632296704961,30.96275,4.52510003425643,21.6878880214691
89.4923668450095,31.063175,4.67359982393382,21.7308176221848
92.8596677294292,31.1636,4.82197189784926,21.7737472229004
96.2658452550572,31.264025,4.97021856684229,21.816676823616
99.71165933694,31.36445,5.11834160157525,21.8596064243317
103.197920064971,31.464875,5.26634237665698,21.9025360250473
106.725491159819,31.5653,5.41422314779198,21.9454656257629
110.295293719734,31.665725,5.56198547845744,21.9883952264786
113.90831028457,31.76615,5.70963072051886,22.0313248271942
117.565589249431,31.866575,5.85716104421525,22.0742544279098
121.268249659139,31.967,6.00457783928642,22.1171840286255
125.017486421594,32.067425,6.15188244813132,22.1601136293411
128.814575979755,32.16785,6.29907693024534,22.2030432300568
132.660882485622,32.268275,6.44616253108212,22.2459728307724
136.557864524467,32.3687,6.59314059475589,22.288902431488
140.507082440294,32.469125,6.74001304919788,22.3318320322037
144.510206318291,32.56955,6.8867810214579,22.3747616329193
148.569024683725,32.669975,7.03344586670547,22.4176912336349
152.685453980208,32.7704,7.18000936438587,22.4606208343506
156.861548892768,32.870825,7.32647254584637,22.5035504350662
161.099513583195,32.97125,7.47283678504367,22.5464800357819
165.401713905783,33.071675,7.619103699453,22.5894096364975
169.770690667333,33.1721,7.76527424457094,22.6323392372131
174.209173991097,33.272525,7.91134981944636,22.6752688379288
