Q_hot_kW,T_hot_K,Q_cold_kW,T_cold_K
0,27.95,0,20.4
2.23265166456163,28.044658555986,0.186865672139707,20.4496138115585
4.47857706079544,28.139317111972,0.37344589129327,20.4992276231171
6.73777449345863,28.233975667958,0.559744938788348,20.5488414346756
9.01024439371857,28.328634223944,0.745768117775549,20.5984552462342
11.2959893715281,28.42329277993,0.931520855840433,20.6480690577927
13.5950142697556,28.5179513359159,1.11700864094166,20.6976828693512
15.9073262198132,28.6126098919019,1.30223612195044,20.7472966809098
18.2329346984919,28.7072684478879,1.48720786116063,20.7969104924683
20.5718515866088,28.8019270038739,1.67192869881641,20.8465243040269
22.9240912291753,28.8965855598599,1.85640371103019,20.8961381155854
25.2896704971699,28.9912441158459,2.04063714026599,20.945751927144
27.6686088511671,29.0859026718319,2.22463313500073,20.9953657387025
30.0609284065026,29.1805612278179,2.40839602498897,21.044979550261
32.4666540003293,29.2752197838039,2.59193049149398,21.0945933618196
34.8858132606292,29.3698783397899,2.77524042216503,21.1442071733781
37.3184366769106,29.4645368957758,2.95832959460678,21.1938209849367
39.7645576729144,29.5591954517618,3.14120189418796,21.2434347964952
42.2242126814179,29.6538540077478,3.32386162515968,21.2930486080537
44.6974412209978,29.7485125637338,3.50631236452016,21.3426624196123
47.1842859747681,29.8431711197198,3.68855755683362,21.3922762311708
49.6847928713434,29.9378296757058,3.87060070004526,21.4418900427294
52.1994388453942,30.0324882316918,4.05244573974836,21.4915038542879
54.7335222339539,30.1271467876778,4.23409598017558,21.5411176658464
57.2885980342809,30.2218053436638,4.41555456628156,21.590731477405
59.8646534747486,30.3164638996498,4.59682465775307,21.6403452889635
62.4616794602712,30.4111224556358,4.7779098601245,21.6899591005221
65.0796706668922,30.5057810116217,4.95881323742771,21.7395729120806
67.7186256390524,30.6004395676077,5.13953766463479,21.7891867236392
70.3785468889033,30.6950981235937,5.32008600567266,21.8388005351977
73.059440998485,30.7897566795797,5.50046154462981,21.8884143467562
75.7613187240199,30.8844152355657,5.68066713338379,21.9380281583148
78.4841951028478,30.9790737915517,5.860705403248,21.9876419698733
81.2280895628718,31.0737323475377,6.04057895917219,22.0372557814319
83.9930260343932,31.1683909035237,6.22029078223988,22.0868695929904
86.7790330643382,31.2630494595097,6.39984353637575,22.1364834045489
89.5861439328856,31.3577080154957,6.57923963267793,22.1860972161075
92.414396772685,31.4523665714816,6.75848144899187,22.235711027666
95.263834689958,31.5470251274676,6.93757168151185,22.2853248392246
98.1345058876779,31.6416836834536,7.11651282713201,22.3349386507831
101.026463791672,31.7363422394396,7.29530709765915,22.3845524623417
103.939767177839,31.8310007954256,7.4739566714852,22.4341662739002
106.87448030116,31.9256593514116,7.65246397758315,22.4837800854587
109.830673026837,32.0203179073976,7.83083136393121,22.5333938970173
112.808420962563,32.1149764633836,8.00906086176028,22.5830077085758
115.807805591495,32.2096350193696,8.18715447209111,22.6326215201344
118.828914406998,32.3042935753556,8.36511437959634,22.6822353316929
121.87184104678,32.3989521313416,8.54294279326028,22.7318491432514
124.936685428028,32.4936106873275,8.72064158243464,22.78146295481
128.023553881695,32.5882692433135,8.89821258722939,22.8310767663685
131.132559285844,32.6829277992995,9.07565777775248,22.8806905779271
134.263821198183,32.7775863552855,9.25297922443309,22.9303043894856
137.417465985758,32.8722449112715,9.4301786542009,22.9799182010441
140.593626952228,32.9669034672575,9.60725776099226,23.0295320126027
143.792444461517,33.0615620232435,9.78421832645582,23.0791458241612
147.014066056795,33.1562205792295,9.96106228409617,23.1287596357198
150.258646573563,33.2508791352155,10.1377912353701,23.1783734472783
153.526348246665,33.3455376912015,10.3144067412897,23.2279872588369
156.817340808403,33.4401962471874,10.4909104178629,23.2776010703954
160.13180157776,33.5348548031734,10.6673040643701,23.3272148819539
163.469915538159,33.6295133591594,10.8435891715314,23.3768286935125
166.831875402451,33.7241719151454,11.0197671793641,23.426442505071
170.217881663057,33.8188304711314,11.1958395581998,23.4760563166296
173.628142624916,33.9134890271174,11.3718079766062,23.5256701281881
177.062874419331,34.0081475831034,11.547673827403,23.5752839397466
180.522300995086,34.1028061390894,11.7234384403686,23.6248977513052
184.006654085496,34.1974646950754,11.8991031576203,23.6745115628637
187.516173146434,34.2921232510614,12.0746695211677,23.7241253744223
191.051105263173,34.3867818070473,12.2501388371033,23.7737391859808
194.611705021621,34.4814403630333,12.4255123346741,23.8233529975394
198.198234340119,34.5760989190193,12.6007912430807,23.8729668090979
201.810962256718,34.6707574750053,12.775976982377,23.9225806206564
205.450164668125,34.7654160309913,12.9510707816789,23.972194432215
209.116124013796,34.8600745869773,13.126073778477,24.0218082437735
212.809128900302,34.9547331429633,13.3009871024499,24.0714220553321
216.530260234411,35.0493916989493,13.4758120566243,24.1210358668906
220.28417118531,35.1440502549353,13.6505498016503,24.1706496784491
224.07188349551,35.2387088109213,13.8252013911985,24.2202634900077
227.893764437846,35.3333673669073,13.999767867166,24.2698773015662
231.750184475156,35.4280259228932,14.1742504206877,24.3194911131248
235.641516389978,35.5226844788792,14.3486501513872,24.3691049246833
239.568134303102,35.6173430348652,14.5229680362998,24.4187187362418
243.530412572874,35.7120015908512,14.6972050398329,24.4683325478004
247.528724565759,35.8066601468372,14.871362246485,24.5179463593589
251.563441289516,35.9013187028232,15.0454407013547,24.5675601709175
255.634929880027,35.9959772588092,15.2194413113581,24.617173982476
259.74355193123,36.0906358147952,15.3933649718078,24.6667877940346
263.889661662149,36.1852943707812,15.5672126677584,24.7164016055931
268.073603909734,36.2799529267672,15.740985393572,24.7660154171516
272.295711942645,36.3746114827532,15.914683992594,24.8156292287102
276.556305087262,36.4692700387391,16.0883092969329,24.8652430402687
280.855686162097,36.5639285947251,16.2618622035591,24.9148568518273
285.194138716086,36.6585871507111,16.435343654996,24.9644706633858
289.571924069202,36.7532457066971,16.6087544384192,25.0140844749443
293.989278156208,36.8479042626831,16.7820953280027,25.0636982865029
298.446408176096,36.9425628186691,16.9553671428841,25.1133120980614
302.943489055134,37.0372213746551,17.1285707730669,25.16292590962
307.480659732264,37.1318799306411,17.3017069561232,25.2125397211785
312.058019282086,37.2265384866271,17.4747764130839,25.2621535327371
316.675622893594,37.3211970426131,17.6477798942977,25.3117673442956
321.333477729017,37.4158555985991,17.8207182371289,25.3613811558541
326.031538690433,37.510514154585,17.9935921353121,25.4109949674127
330.769704129432,37.605172710571,18.1664022610922,25.4606087789712
335.547811538334,37.699831266557,18.3391493040025,25.5102225905298
340.365633268948,37.794489822543,18.5118340491117,25.5598364020883
345.222872328332,37.889148378529,18.6844571513748,25.6094502136468
350.119158307149,37.983806934515,18.8570192382184,25.6590640252054
355.054043499622,38.078465490501,19.0295209454052,25.7086778367639
360.026999277455,38.173124046487,19.20196300641,25.7582916483225
365.037412784,38.267782602473,19.3743460418561,25.807905459881
370.084584013314,38.3624411584589,19.5466706379657,25.8575192714396
375.167723341752,38.4570997144449,19.7189373829476,25.9071330829981
380.285949575093,38.5517582704309,19.8911469596713,25.9567468945566
385.438288572989,38.6464168264169,20.063299958348,26.0063607061152
390.623672505888,38.7410753824029,20.235396927292,26.0559745176737
395.84093979354,38.8357339383889,20.4074384126487,26.1055883292323
401.088835765452,38.9303924943749,20.579425047898,26.1552021407908
406.366014073746,39.0250510503609,20.947497606497,26.2048159523493
411.671038878513,39.1197096063469,23.1399211874555,26.2544297639079
417.00238781231,39.2143681623329,25.3321343227436,26.3040435754664
422.358455719326,39.3090267183189,27.5241376034147,26.353657387025
427.737559151256,39.4036852743048,29.7159332001793,26.4032711985835
433.137941588825,39.4983438302908,31.9075221031409,26.452885010142
438.557779346501,39.5930023862768,34.098905888544,26.5024988217006
443.995188105663,39.6876609422628,36.2900860652269,26.5521126332591
449.448230012127,39.7823194982488,38.4810637211514,26.6017264448177
454.914921263412,39.8769780542348,40.6718406702582,26.6513402563762
460.393240106102,39.9716366102208,42.8624177634082,26.7009540679348
