Q_hot_kW,T_hot_K,Q_cold_kW,T_cold_K
0,27.95,0,20.4
2.54564330784355,28.050425,0.202018353262721,20.45655
5.1107674747161,28.15085,0.403685109818221,20.5131
7.69552528675891,28.251275,0.605007538842674,20.56965
10.3000789141765,28.3517,0.805993096471365,20.6262
12.9246003386752,28.452125,1.00664894872635,20.68275
15.5692718062129,28.55255,1.20698207385906,20.7393
18.2342863055982,28.652975,1.406999267899,20.79585
20.9198480759775,28.7534,1.60670725026037,20.8524
23.6261731444952,28.853825,1.80611268222129,20.90895
26.3534898963163,28.95425,2.00522182414527,20.9655
29.1020396801738,29.054675,2.20404076726226,21.02205
31.8720774510506,29.1551,2.40257544760637,21.0786
34.6638724534958,29.255525,2.60083165043308,21.13515
37.4777089484903,29.35595,2.79881501449732,21.1917
40.3138869869104,29.456375,2.99653107742854,21.24825
43.172723233727,29.5568,3.19398540106505,21.3048
46.0545518463052,29.657225,3.39118321572798,21.36135
48.9597254117326,29.75765,3.58812959116545,21.4179
51.8886159472689,29.858075,3.78482947165504,21.47445
54.8416159695644,29.9585,3.98128767944956,21.531
57.8205407772291,30.058925,4.17750891812033,21.58755
60.8318342233613,30.15935,4.37349778708747,21.6441
63.8765679521729,30.259775,4.56925892809901,21.70065
66.9551416794612,30.3602,4.76479674695577,21.7572
70.067982163267,30.460625,4.96011548459448,21.81375
73.2155448206144,30.56105,5.15521927982898,21.8703
76.398315465052,30.661475,5.35011217206708,21.92685
79.6168121758324,30.7619,5.54479810395038,21.9834
82.8715873099278,30.862325,5.73928092448528,22.03995
86.1632296704961,30.96275,5.93356450341368,22.0965
89.4923668450095,31.063175,6.12765258107984,22.15305
92.8596677294292,31.1636,6.32154872171716,22.2096
96.2658452550572,31.264025,6.51525640596063,22.26615
99.71165933694,31.36445,6.70877903301089,22.3227
103.197920064971,31.464875,6.9021199227336,22.37925
106.725491159819,31.5653,7.09528231769957,22.4358
110.295293719734,31.665725,7.28826944528021,22.49235
113.90831028457,31.76615,7.48108449825138,22.5489
